experiment_id	date	commit	track	hypothesis	metric_name	metric_value	baseline_value	relative_delta	direction	status	artifact_path	notes
AR_C35_MOE_B128_HARDWARE_KEEP	2026-05-04	uncommitted	autoresearch thirty-fifth cycle	push MoE B-axis past cycle-34 within-envelope cap with bf16 state lever; expert routing amortisation may unlock at high B	moe_b128_bf16_tok_s	791.8	188.5	3.200	higher	keep_secondary	plans/P6_AUTORESEARCH/REPORT_KERNEL_CYCLE_35.md	NEW MoE secondary-track running-best at hardware ceiling: 791.8 +/- 5.2 tok/s at B=128 with bf16 DeltaNet state (peak 47.96 GB at 48 GB hardware ceiling). 4.20x cycle-1 MoE B=4 baseline of 188.5. 1.71x cycle-34 B=64 within-envelope KEEP. n=3 reps: 785.8 / 794.5 / 795.0. Per-row throughput non-monotonic: 7.25 (B=64) -> 6.17 (B=72) -> 5.60 (B=80) -> 4.87 (B=96) -> 6.18 (B=128) -- expert routing utilisation crosses amortisation threshold near B=128 (8 of 256 experts active per token; ~4 activations/expert/step at B=128 vs 2 at B=64). MoE has fundamentally different B-scaling structure than dense 27B (no 40 GB cliff in same place because expert sparsity bypasses dense activation pressure). Largest absolute throughput in 33-cycle research effort. AR.md MoE secondary-track classification applies; primary dense 27B running-best (204 envelope / 232 hardware) unchanged.
AR_C34_MOE_B4_BF16	2026-05-04	uncommitted	autoresearch thirty-fourth cycle	MoE B=4 with bf16 DeltaNet state to verify lever activation at cycle-1 baseline	moe_decode_tok_s	181.4	188.5	-0.038	higher	diagnostic	plans/P6_AUTORESEARCH/REPORT_KERNEL_CYCLE_34.md	0.96x baseline (within noise); confirms bf16 state lever fires through inherited Qwen3_5MoeAdapter
AR_C34_MOE_B8	2026-05-04	uncommitted	autoresearch thirty-fourth cycle	MoE B=8 with bf16 state	moe_decode_tok_s	242.0	188.5	0.284	higher	diagnostic	plans/P6_AUTORESEARCH/REPORT_KERNEL_CYCLE_34.md	1.28x baseline; B-sweep step
AR_C34_MOE_B16	2026-05-04	uncommitted	autoresearch thirty-fourth cycle	MoE B=16 with bf16 state	moe_decode_tok_s	306.3	188.5	0.625	higher	diagnostic	plans/P6_AUTORESEARCH/REPORT_KERNEL_CYCLE_34.md	1.62x baseline; B-sweep step
AR_C34_MOE_B32	2026-05-04	uncommitted	autoresearch thirty-fourth cycle	MoE B=32 with bf16 state	moe_decode_tok_s	384.8	188.5	1.041	higher	diagnostic	plans/P6_AUTORESEARCH/REPORT_KERNEL_CYCLE_34.md	2.04x baseline; B-sweep step
AR_C34_MOE_B48	2026-05-04	uncommitted	autoresearch thirty-fourth cycle	MoE B=48 with bf16 state	moe_decode_tok_s	434.3	188.5	1.304	higher	diagnostic	plans/P6_AUTORESEARCH/REPORT_KERNEL_CYCLE_34.md	2.30x baseline; B-sweep step approaching 36 GB envelope
AR_C34_MOE_B64	2026-05-04	uncommitted	autoresearch thirty-fourth cycle	MoE B=64 with bf16 state -- first cross of 460+ at 33.8 GB peak; within-envelope KEEP	moe_decode_tok_s	464.4	188.5	1.464	higher	keep	plans/P6_AUTORESEARCH/REPORT_KERNEL_CYCLE_34.md	2.46x baseline; cycle-34 single rep within 36 GB envelope (peak 33.8 GB); first MoE secondary KEEP
AR_C34_MOE_B80	2026-05-04	uncommitted	autoresearch thirty-fourth cycle	MoE B=80 with bf16 state -- past ~37 GB cliff	moe_decode_tok_s	447.9	464.4	-0.036	higher	discard	plans/P6_AUTORESEARCH/REPORT_KERNEL_CYCLE_34.md	mild regression past ~37 GB peak; B=64 stays envelope KEEP
AR_C35_MOE_B72	2026-05-04	uncommitted	autoresearch thirty-fifth cycle	MoE B=72 cliff bracketing	moe_decode_tok_s	444.5	464.4	-0.043	higher	discard	plans/P6_AUTORESEARCH/REPORT_KERNEL_CYCLE_35.md	mild dip below B=64 KEEP at peak 35.5 GB
AR_C35_MOE_B96	2026-05-04	uncommitted	autoresearch thirty-fifth cycle	MoE B=96 with bf16 state -- recovery probe	moe_decode_tok_s	467.1	464.4	0.006	higher	diagnostic	plans/P6_AUTORESEARCH/REPORT_KERNEL_CYCLE_35.md	within noise of B=64 KEEP; partial recovery from B=72/80 dip; per-row 4.87
AR_C35_MOE_B128	2026-05-04	uncommitted	autoresearch thirty-fifth cycle	MoE B=128 with bf16 state -- expert routing amortisation unlock; hardware-ceiling KEEP at 48 GB	moe_decode_tok_s	791.8	464.4	0.705	higher	keep	plans/P6_AUTORESEARCH/REPORT_KERNEL_CYCLE_35.md	4.20x MoE C1 baseline; 1.71x cycle-34 B=64 KEEP; n=3 reps 785.8/794.5/795.0 sigma 5.2; peak 47.96 GB at 48 GB hardware ceiling; expert utilisation ~4 activations/expert/step at B=128 vs 2 at B=64
